file_path,celebrity_name,label_id
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00000.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00001.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00002.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00003.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00004.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00005.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00006.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00007.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00008.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00009.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00010.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00011.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00012.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00013.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00014.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00015.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Eckhart/00016.jpg,Aaron Eckhart,0
./../../DATA/celebrity_images_by_name/Aaron_Paul/00017.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00018.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00019.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00020.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00021.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00022.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00023.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00024.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00025.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00026.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00027.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00028.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00029.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00030.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00031.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00032.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00033.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00034.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00035.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Paul/00036.jpg,Aaron Paul,1
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00037.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00038.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00039.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00040.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00041.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00042.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00043.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00044.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00045.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00046.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00047.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00048.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00049.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00050.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00051.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00052.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00053.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00054.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Rodgers/00055.jpg,Aaron Rodgers,2
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00056.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00057.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00058.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00059.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00060.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00061.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00062.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00063.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00064.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00065.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00066.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00067.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00068.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00069.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00070.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00071.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00072.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Aaron_Taylor-Johnson/00073.jpg,Aaron Taylor-Johnson,3
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00074.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00075.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00076.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00077.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00078.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00079.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00080.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00081.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00082.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00083.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00084.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00085.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00086.jpg,Abbi Jacobson,4
./../../DATA/celebrity_images_by_name/Abbi_Jacobson/00087.jpg,Abbi Jacobson,4
